Study,Species,Genus,Family,Order,Migration_distance,Location,Latitude,Longitude,Continent,Start_year,End_year,Predictor,Response_variable,Slope,SE,SE_calc,N,P_value,T_value,Temperature_location,Data_source,Arrival_location,,gendiet,maindiet,bodymass,bodysource,genhabitat,mainhabitat,hemisphere
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Piranga olivacea,Piranga,Cardinalidae,Apodiformes,long,United States,38,-78,North America,1990,2010,temperature,mean arrival,0.054,0.853,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,28.2,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Tyrannus tyrannus,Tyrannus,Tyrannidae,Passeriformes,long,United States,38,-78,North America,1990,2010,temperature,mean arrival,0.513,0.956,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,39.85,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,long,United States,38,-78,North America,1990,2010,temperature,mean arrival,1.555,1.957,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,17.91,Dunning08,4,0,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Catharus fuscescens,Catharus,Turdidae,Passeriformes,long,United States,38,-78,North America,1990,2010,temperature,mean arrival,-0.278,0.874,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,31.9,Dunning08,1,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Geothlypis trichas,Geothlypis,Parulidae,Passeriformes,short,United States,42,-84,North America,1990,2010,temperature,mean arrival,-0.946,1.754,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,9.54,Dunning08,3,0,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Icterus galbula,Icterus,Icteridae,Passeriformes,short,United States,42,-84,North America,1990,2010,temperature,mean arrival,0.26,0.59,,,,,passage or breeding,citizen science data,passage or breeding,,3,inv,32.83,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Troglodytes aedon,Troglodytes,Troglodytidae,Passeriformes,short,United States,42,-84,North America,1990,2010,temperature,mean arrival,-0.545,0.947,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,10.85,Dunning08,4,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Dendroica petechia,Dendroica,Parulidae,Passeriformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,0.638,0.705,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,10.22,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Hylocichla mustelina,Hylocichla,Turdidae,Passeriformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,1.898,0.955,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,50.09,Dunning08,1,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Myiarchus crinitus,Myiarchus,Tyrannidae,Passeriformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,0.108,1.098,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,32.1,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Setophaga ruticilla,Setophaga,Parulidae,Passeriformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,-0.086,0.518,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,8.24,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Passerina cyanea,Passerina,Cardinalidae,Passeriformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,-0.088,0.615,,,,,passage or breeding,citizen science data,passage or breeding,,1,other,14.69,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Chaetura pelagica,Chaetura,Apodidae,Apodiformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,-0.934,0.24,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,23.6,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Vireo olivaceus,Vireo,Vireonidae,Passeriformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,-0.095,1.193,,,,,passage or breeding,citizen science data,passage or breeding,,3,inv,16.06,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,0.523,2.254,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,17.91,Dunning08,4,0,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Pheucticus ludovicianus,Pheucticus,Cardinalidae,Passeriformes,long,United States,42,-84,North America,1990,2010,temperature,mean arrival,0.532,0.72,,,,,passage or breeding,citizen science data,passage or breeding,,3,inv,42,Dunning08,1,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Geothlypis trichas,Geothlypis,Parulidae,Passeriformes,short,United States,36,-86,North America,1990,2010,temperature,mean arrival,-1.179,2.903,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,9.54,Dunning08,3,0,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Hylocichla mustelina,Hylocichla,Turdidae,Passeriformes,long,United States,36,-86,North America,1990,2010,temperature,mean arrival,-2.484,1.966,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,50.09,Dunning08,1,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Passerina cyanea,Passerina,Cardinalidae,Passeriformes,long,United States,36,-86,North America,1990,2010,temperature,mean arrival,-1.428,2.87,,,,,passage or breeding,citizen science data,passage or breeding,,1,other,14.69,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Vireo olivaceus,Vireo,Vireonidae,Passeriformes,long,United States,36,-86,North America,1990,2010,temperature,mean arrival,-3.671,4.407,,,,,passage or breeding,citizen science data,passage or breeding,,3,inv,16.06,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Geothlypis trichas,Geothlypis,Parulidae,Passeriformes,short,United States,42,-88,North America,1990,2010,temperature,mean arrival,0.031,0.917,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,9.54,Dunning08,3,0,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Icterus galbula,Icterus,Icteridae,Passeriformes,short,United States,42,-88,North America,1990,2010,temperature,mean arrival,0.122,1.449,,,,,passage or breeding,citizen science data,passage or breeding,,3,inv,32.83,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Troglodytes aedon,Troglodytes,Troglodytidae,Passeriformes,short,United States,42,-88,North America,1990,2010,temperature,mean arrival,-0.811,1.37,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,10.85,Dunning08,4,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Dendroica petechia,Dendroica,Parulidae,Passeriformes,long,United States,42,-88,North America,1990,2010,temperature,mean arrival,0.503,0.979,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,10.22,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Myiarchus crinitus,Myiarchus,Tyrannidae,Passeriformes,long,United States,42,-88,North America,1990,2010,temperature,mean arrival,2.007,1.269,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,32.1,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Chaetura pelagica,Chaetura,Apodidae,Apodiformes,long,United States,42,-88,North America,1990,2010,temperature,mean arrival,-0.819,1.936,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,23.6,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Vireo olivaceus,Vireo,Vireonidae,Passeriformes,long,United States,42,-88,North America,1990,2010,temperature,mean arrival,-0.145,3.343,,,,,passage or breeding,citizen science data,passage or breeding,,3,inv,16.06,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Geothlypis trichas,Geothlypis,Parulidae,Passeriformes,short,United States,44,-74,North America,1990,2010,temperature,mean arrival,-0.503,0.245,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,9.54,Dunning08,3,0,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Icterus galbula,Icterus,Icteridae,Passeriformes,short,United States,44,-74,North America,1990,2010,temperature,mean arrival,-0.613,0.525,,,,,passage or breeding,citizen science data,passage or breeding,,3,inv,32.83,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Seiurus aurocapilla,Seiurus,Parulidae,Passeriformes,short,United States,44,-74,North America,1990,2010,temperature,mean arrival,-0.565,0.354,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,18.8,Dunning08,1,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Troglodytes aedon,Troglodytes,Troglodytidae,Passeriformes,short,United States,44,-74,North America,1990,2010,temperature,mean arrival,0.189,1.107,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,10.85,Dunning08,4,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Dendroica petechia,Dendroica,Parulidae,Passeriformes,long,United States,44,-74,North America,1990,2010,temperature,mean arrival,-0.529,0.452,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,10.22,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Myiarchus crinitus,Myiarchus,Tyrannidae,Passeriformes,long,United States,44,-74,North America,1990,2010,temperature,mean arrival,-0.125,0.742,,,,,passage or breeding,citizen science data,passage or breeding,,2,inv,32.1,Dunning08,3,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Chaetura pelagica,Chaetura,Apodidae,Apodiformes,long,United States,44,-74,North America,1990,2010,temperature,mean arrival,-0.511,0.755,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,23.6,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Vireo olivaceus,Vireo,Vireonidae,Passeriformes,long,United States,44,-74,North America,1990,2010,temperature,mean arrival,-0.084,0.751,,,,,passage or breeding,citizen science data,passage or breeding,,3,inv,16.06,Dunning08,2,1,northern
"Hurlbert, A.H. & Liang, Z. (2012) Spatiotemporal variation in avian migration phenology: citizen science reveals effects of climate change.   PLoS ONE, 7, e31662. doi:10.1371/journal.pone.0031662.",Tyrannus tyrannus,Tyrannus,Tyrannidae,Passeriformes,long,United States,44,-74,North America,1990,2010,temperature,mean arrival,-0.55,0.688,,,,,passage or breeding,citizen science data,passage or breeding,,1,inv,39.85,Dunning08,3,1,northern
