"plotcode","stem_id","diam","pom","height","family","genus","species","year","gen_sp","group","height_method"
"ABG-003","ABG-003_196",11.2,130,5,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_197",6,130,5.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_197",12.8,130,6.6,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-002","ABG-002_197",7.8,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_197",10.9,130,5.8,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-004","ABG-004_198",7.5,130,6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_198",13.5,130,10.6,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-002","ABG-002_198",5.1,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_198",5.5,140,5.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_199",12.3,130,10.4,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_199",9.8,130,NA,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","stick"
"ABG-002","ABG-002_199",5.2,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_199",5.8,130,4.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_200",5.3,130,3.8,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","stick"
"ABG-001","ABG-001_200",6.2,130,2.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-002","ABG-002_200",7.7,140,4.6,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_200",5.2,130,2.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_201",11.9,130,15,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-001","ABG-001_201",12,130,5.8,"Loganiaceae","Strychnos","cocculoides",2017,"Strychnos cocculoides","bicuar","laser"
"ABG-003","ABG-003_201",7.7,130,7.6,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-004","ABG-004_202",31,130,15,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_202",8.2,130,3.4,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-002","ABG-002_202",30.9,130,17,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_202",8.2,130,7,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","stick"
"ABG-004","ABG-004_203",19.9,130,15,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-001","ABG-001_203",11,130,6.5,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-002","ABG-002_203",28.1,130,17.1,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_203",6.9,130,7,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-004","ABG-004_204",12.3,130,10,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_204",8.5,130,7,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-002","ABG-002_204",5.4,130,5.2,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_204",6.9,130,3.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_205",9.9,130,7.8,"Polygalaceae","Securidaca","longipedunculata",2017,"Securidaca longipedunculata","bicuar","laser"
"ABG-001","ABG-001_205",23.9,130,13,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-002","ABG-002_205",32.1,130,16,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_205",5.4,130,3.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_206",7,130,7,"Polygalaceae","Securidaca","longipedunculata",2017,"Securidaca longipedunculata","bicuar","laser"
"ABG-001","ABG-001_206",14.5,140,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-002","ABG-002_206",6.2,140,4.6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_206",11.4,130,6.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_207",12.5,130,7,"Polygalaceae","Securidaca","longipedunculata",2017,"Securidaca longipedunculata","bicuar","laser"
"ABG-001","ABG-001_207",12.7,130,NA,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-002","ABG-002_207",6.1,130,3.6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_207",10,130,4.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_208",7.4,130,7,"Polygalaceae","Securidaca","longipedunculata",2017,"Securidaca longipedunculata","bicuar","laser"
"ABG-001","ABG-001_208",6.8,130,3.2,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-002","ABG-002_208",35.7,130,14.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_208",12.5,140,7.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_209",9.8,130,7,"Polygalaceae","Securidaca","longipedunculata",2017,"Securidaca longipedunculata","bicuar","laser"
"ABG-001","ABG-001_209",6.2,130,3.2,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-002","ABG-002_209",7.5,130,3,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_209",12.6,130,9.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_210",7,130,7,"Polygalaceae","Securidaca","longipedunculata",2017,"Securidaca longipedunculata","bicuar","stick"
"ABG-001","ABG-001_210",23.4,130,12,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_210",8.1,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_210",11.9,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_211",5.7,130,5,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_211",22.6,130,12,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-002","ABG-002_211",6.9,130,4.1,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_211",7.8,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_212",16.2,150,11,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_212",9.5,130,6.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-002","ABG-002_212",9.9,130,4.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_212",5.5,130,5,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_213",5.7,130,4,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-001","ABG-001_213",14,130,NA,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-002","ABG-002_213",5,130,2.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_213",9.2,130,7.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_214",8.5,130,4.8,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-001","ABG-001_214",30.5,130,16,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-002","ABG-002_214",17.5,130,8,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_214",7.5,130,6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_215",12,130,8.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-001","ABG-001_215",8.9,130,4.2,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-002","ABG-002_215",5.2,130,2.7,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_215",18.7,130,12.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_216",7.5,130,6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-001","ABG-001_216",6,130,4.2,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-002","ABG-002_216",6.2,130,2.7,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_216",7.1,120,6.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_217",8.8,130,8,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_217",10.4,140,5.2,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-002","ABG-002_217",8.8,130,5.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_217",14.1,130,12,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_218",19.3,130,12.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-001","ABG-001_218",10.5,130,6.2,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-002","ABG-002_218",5.4,130,4.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_218",8.9,130,9.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_219",5.8,130,4.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-001","ABG-001_219",8.7,130,5.2,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-002","ABG-002_219",6.9,130,4.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_219",13.6,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_220",5.5,130,4.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_220",12.2,140,5.6,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-002","ABG-002_220",7.9,120,1.9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_220",10.5,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_221",11.1,130,14.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_221",12,140,5.6,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-002","ABG-002_221",25.5,130,12,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_222",14.8,130,14,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_222",7.3,130,6.6,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-002","ABG-002_222",42.7,220,17,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_222",19.3,130,13.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_223",7.5,150,14.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-001","ABG-001_223",7.7,130,3,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_223",8,130,3.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_223",9.5,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_224",8.7,150,14.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-001","ABG-001_224",6,130,2.7,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-002","ABG-002_224",8,130,4.2,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_224",12,130,8.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_225",9.6,130,6.2,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-001","ABG-001_225",7.9,130,3.8,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-002","ABG-002_225",5.2,130,4.1,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_225",18.5,130,8.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_226",7.1,130,6.2,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-001","ABG-001_226",13.3,130,10.3,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-002","ABG-002_226",5.4,130,3.7,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_226",11.9,130,9.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_227",6.8,130,6.2,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-001","ABG-001_227",8.8,130,9.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-002","ABG-002_227",5.2,130,3.5,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_227",13.3,130,8.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_228",7.1,130,6.2,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-001","ABG-001_228",11.7,130,9.9,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-002","ABG-002_228",5.9,130,5,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_228",20.6,120,11.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_229",7.4,130,6.2,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-001","ABG-001_229",6,130,2.2,"Ebenaceae","Diospyros","kirkii",2017,"Diospyros kirkii","bicuar","stick"
"ABG-002","ABG-002_229",6.3,130,4.9,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_229",8,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_230",7.3,140,6.2,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","stick"
"ABG-001","ABG-001_230",5,130,2.2,"Ebenaceae","Diospyros","kirkii",2017,"Diospyros kirkii","bicuar","laser"
"ABG-002","ABG-002_230",5,130,3.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-003","ABG-003_230",11.7,130,9.2,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-004","ABG-004_231",15.8,130,8.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-001","ABG-001_231",16.6,130,NA,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-002","ABG-002_231",7.5,130,5.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-003","ABG-003_231",14.1,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_232",7.2,130,3.4,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-001","ABG-001_232",14.1,130,NA,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-002","ABG-002_232",5.5,130,5.5,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_232",7.5,130,4.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_233",20.6,130,13.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_233",13.3,130,NA,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-002","ABG-002_233",5.4,130,5.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_233",19,130,5.6,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-004","ABG-004_234",33.2,130,14,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-001","ABG-001_234",14.1,130,9.4,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-002","ABG-002_234",21.2,130,9,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_234",18.1,130,12.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_235",15.8,130,12.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-001","ABG-001_235",7,130,3.8,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-002","ABG-002_235",7.3,130,4.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_235",15.1,170,12,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_236",7.4,130,4.4,"Celastraceae","Elachyptera","parvifolia",2017,"Elachyptera parvifolia","bicuar","stick"
"ABG-001","ABG-001_236",6.4,130,3.8,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-002","ABG-002_236",25.5,130,9.8,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","laser"
"ABG-003","ABG-003_236",5.2,130,5.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_237",21,130,15,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_237",6,130,3.8,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","stick"
"ABG-002","ABG-002_237",8.2,130,3,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_237",9.7,130,6.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_238",5.7,130,4.8,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_238",15.7,130,7.4,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-002","ABG-002_238",28.5,130,9.8,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_238",12.4,130,11.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
